"GM_CODE","GM_NAAM","POSTCODE","DEK_PERC","OAD","STED","AANT_INW","AANT_MAN","AANT_VROUW","P_00_14_JR","P_15_24_JR","P_25_44_JR","P_45_64_JR","P_65_EO_JR","P_ONGEHUWD","P_GEHUWD","P_GESCHEID","P_VERWEDUW","BEV_DICHTH","AANTAL_HH","P_EENP_HH","P_HH_Z_K","P_HH_M_K","GEM_HH_GR","P_WEST_AL","P_N_W_AL","P_MAROKKO","P_ANT_ARU","P_SURINAM","P_TURKIJE","P_OVER_NW","WONINGEN","P_WONT2000","P_WONV2000","WOZ","P_KOOPWON","P_HUURWON","P_HUURCORP","P_HUUROVVH","P_HUKO_ONB","P_GAS_TOT","P_GAS_APP","P_GAS_TUS","P_GAS_HOEK","P_GAS_21K","P_GAS_VRY","P_GAS_ONB","P_STADVERW","P_ELEK_TOT","P_ELEK_APP","P_ELEK_TUS","P_ELEK_HOE","P_ELEK_21K","P_ELEK_VRY","P_ELEK_ONB","WWB_UITTOT","P_WWB_UIT","WWB_UITMUT","AGRA_BEDR","AGRA_MUT","P_GEWASSEN","P_VEETEELT","P_COMBI","AUTO_TOT","AUTO_HH","AUTO_LAND","BEDR_AUTO","MOTOR_2W","AF_ARTSPR","AV3_ARTSPR","AF_ZIEK_E","AV20ZIEK_E","AF_OPRITH","AF_KDV","AV3_KDV","AF_ONDVMB","AV5_ONDVMB","AF_ONDHV","AV5_ONDHV","AF_SUPERM","AV3_SUPERM","AF_RESTAU","AV3_RESTAU","AF_ZWEMB","AF_BIOS","AV10BIOS","AF_TREINST","OPP_TOT","OPP_LAND","OPP_WATER"
"GM1690","De Wolden",-99999999,-99999999,271,5,23575,11805,11770,18,10,21,31,19,40,49,4,7,105,9480,25,37,38,2.4,3,1,0,0,0,0,1,9560,93,7,289,73,27,18,9,0,2650,1300,2000,2200,2400,3150,3050,0,3850,2400,2850,3050,3850,4400,-99999997,130,15,18,530,-3,12,86,3,12390,1.3,55,2235,1625,1.9,0.7,8.4,2.1,2.4,2.2,1,8.4,0.1,8.9,0.1,1.5,1.1,1.2,3.4,3.6,9.3,0.6,9.4,22635,22478,157
"GM1695","Noord-Beveland",-99999999,-99999999,205,5,7395,3690,3705,15,9,24,31,21,38,47,8,6,86,3425,33,38,29,2.1,7,2,0,0,0,0,1,4040,92,8,217,75,24,16,9,0,2000,850,1650,1750,1950,2550,1800,0,3300,1700,2850,2800,3400,3900,3900,60,19,-99999997,110,0,71,22,6,4035,1.2,47,700,425,1.1,0.9,16.8,1.5,2,5.4,0.2,13.9,0,14.1,0,1.1,1.4,1.3,5.4,6.9,14.8,0,14.8,12029,8593,3436
"GM1696","Wijdemeren",-99999999,-99999999,548,4,23390,11440,11950,18,10,22,32,19,41,46,7,6,489,9825,28,34,38,2.4,8,3,0,0,0,0,2,9865,93,7,393,65,33,21,12,1,2400,1150,1950,2350,2800,3800,2650,0,3750,2200,3500,3600,4250,4900,4050,130,14,14,90,-3,12,87,1,12345,1.3,258,2010,1070,1.2,3,8.9,6.5,2.1,1.5,2.3,4.4,1.9,4.9,1.8,1.4,2.5,0.5,8.5,7.4,6.7,2.9,6,7636,4786,2850
"GM1699","Noordenveld",-99999999,-99999999,612,4,30810,15240,15565,17,9,21,31,21,39,48,6,6,153,13225,28,37,34,2.3,4,2,0,0,0,0,1,13195,93,7,251,67,31,21,10,2,2550,1250,2000,2350,2450,3250,2700,0,3450,2350,2900,3100,3650,4050,-99999997,340,26,9,275,0,13,83,4,15590,1.2,78,2050,1545,1.4,4.2,13.1,1.9,1.3,1.3,2.7,2.9,0.9,7.5,0.1,1.5,3.2,1.1,8.7,2.9,15.3,0,14.3,20533,20101,432
"GM1700","Twenterand",-99999999,-99999999,548,4,33580,16995,16585,20,12,26,27,14,42,48,4,6,316,12485,22,32,46,2.7,3,1,0,0,0,0,1,12640,89,11,233,62,37,28,9,0,2450,1350,2000,2200,2450,3100,2050,0,3850,2250,3250,3400,4100,4550,2700,320,26,19,295,2,14,82,3,16340,1.3,154,2990,1435,1,2.7,13.3,1.6,1.1,2,1.6,2.7,0.8,10.1,0,1,3.4,1,2.9,10.3,12.5,0.4,2.8,10817,10635,182
"GM1701","Westerveld",-99999999,-99999999,196,5,19340,9660,9685,16,9,21,31,22,38,50,5,7,69,8230,29,39,33,2.3,4,2,0,0,0,0,1,7875,95,5,300,70,29,19,10,1,2650,1300,1800,2100,2250,3150,-99999997,0,3750,2250,2800,2950,3650,4200,-99999997,170,21,15,330,-1,14,84,2,9950,1.2,36,1740,1090,2.1,0.8,18.6,0.6,1,3.2,0.8,6.5,0.2,6.8,0.2,2.3,1,1.3,4.3,10.1,13.1,0.4,11.8,28275,27878,396
"GM1702","Sint Anthonis",-99999999,-99999999,248,5,11840,6070,5775,19,12,23,30,16,44,47,3,5,119,4395,23,34,43,2.6,4,2,0,0,0,0,1,4435,88,12,310,77,21,16,5,2,2300,1200,1650,1700,2000,2700,3500,0,4150,2550,3200,3250,3800,4800,3400,60,14,12,390,0,23,67,10,5855,1.3,59,1125,660,1.6,1.7,9.5,1.8,1.1,1.3,1.2,4.5,0.7,5.7,0.6,1.6,1.8,1.4,3.8,6.8,14.6,0,8,9981,9932,49
"GM1705","Lingewaard",-99999999,-99999999,835,4,45445,22565,22880,19,10,25,31,14,43,47,6,5,730,18430,25,34,41,2.4,7,2,0,0,0,0,1,18335,82,18,266,68,32,21,11,0,2050,1150,1650,1950,2300,3150,1850,0,3750,2300,3400,3550,4250,4800,2950,360,20,4,260,-5,61,31,8,21520,1.2,346,2930,2230,0.9,4,10,4.9,1.3,1.1,3.9,2.7,1.9,3.8,1.1,0.9,3.6,1.1,6.3,2.8,8.1,2.3,7.2,6918,6225,693
"GM1706","Cranendonck",-99999999,-99999999,547,4,20345,10260,10085,17,11,24,31,17,40,49,6,6,265,8460,26,37,37,2.4,12,3,0,0,0,0,2,8415,94,6,287,75,24,19,6,1,2400,1450,1900,2000,2450,3200,2700,0,4050,2400,3500,3500,4150,4950,4600,150,20,12,160,-1,32,56,12,10805,1.3,141,1780,1100,1.3,1.8,11.4,1.9,4,1.7,0.8,12.2,0,10.5,0,1,2.5,1.1,6.3,14.8,10.8,0.2,10.8,7814,7682,132
"GM1708","Steenwijkerland",-99999999,-99999999,589,4,43210,21595,21615,18,11,24,29,18,41,47,6,6,149,18230,30,34,37,2.4,4,3,0,0,0,1,1,18245,90,10,230,61,37,29,8,1,2300,1300,1800,2100,2250,2950,2850,0,3400,1900,2850,3050,3700,4150,-99999997,550,31,8,465,1,10,88,2,20290,1.1,70,3105,2405,1.8,2.4,16.8,0.9,1.4,2,3.1,5.1,1.5,5.6,0.5,1.5,2.9,1.1,8.6,4.5,7.3,0.7,7.4,32169,29030,3138
"GM1709","Moerdijk",-99999999,-99999999,651,4,36535,18220,18315,18,11,26,30,16,40,48,6,6,230,15055,25,36,39,2.4,5,4,0,0,0,1,1,15375,92,8,243,64,35,28,7,1,2150,1200,1800,2100,2350,2950,-99999997,0,3750,2500,3350,3500,3950,4850,-99999997,240,17,22,250,0,69,24,6,18735,1.2,118,3825,1710,1.2,1.9,16.9,1.8,1.7,1.7,1.3,5.9,0.4,6.2,0.4,1.5,1.7,1.3,6.2,4.6,15.9,0,6.3,18399,15910,2488
"GM1711","Echt-Susteren",-99999999,-99999999,628,4,32280,16230,16050,14,10,24,34,18,39,47,7,6,313,14000,29,35,36,2.2,14,3,0,0,0,0,2,13785,91,9,221,61,39,21,18,1,2350,1250,1950,2150,2450,3100,2700,0,3900,2300,3550,3600,4050,4700,4450,360,27,19,205,0,41,44,14,16680,1.2,162,2375,1470,1,3.3,12.8,2.1,0.9,1.7,2.2,4.1,1.1,4.2,0.8,1,4,1.2,8.4,8.1,3.9,1.2,2.4,10460,10309,150
"GM1714","Sluis",-99999999,-99999999,344,5,24090,11815,12270,14,9,22,32,23,36,48,7,8,86,11185,34,37,30,2.1,20,2,0,0,0,0,1,13930,93,7,177,71,28,18,10,1,2000,1300,1750,1950,2100,2600,-99999997,0,2950,2000,2650,2750,3150,3600,-99999997,220,22,6,555,0,78,13,9,12730,1.1,45,1995,1010,2,0.8,7.9,1.1,1.2,1.5,1.9,7.7,0.2,7.7,0.2,1.2,1.7,1,10.3,28.6,27.7,0,49.5,30701,27979,2722
"GM1719","Drimmelen",-99999999,-99999999,657,4,26590,13290,13300,17,11,24,32,16,40,49,5,6,276,10625,23,36,40,2.4,5,2,0,0,0,0,1,10690,92,8,278,68,32,23,9,0,2250,1300,1750,2000,2350,3000,2550,0,3700,2300,3350,3450,3800,4500,4350,100,11,8,250,0,54,40,6,13135,1.2,137,1965,1275,1.2,1.6,9.8,3.6,2,0.9,3.2,3.9,0.6,3.9,0.6,0.8,2.8,1.1,3.5,2.6,11.3,0.9,9.1,11937,9619,2318
"GM1721","Bernheze",-99999999,-99999999,616,4,29655,14930,14725,20,12,24,29,15,44,47,4,5,331,11165,22,33,45,2.6,5,2,0,0,0,0,1,11175,89,11,331,71,29,20,8,0,2300,1200,1750,1900,2350,3100,2050,0,4100,2550,3550,3600,4300,4900,3300,170,15,23,370,-1,17,78,5,14420,1.3,161,3220,1550,1.3,2.6,5.5,4.2,1.7,1.2,1.7,3.8,2.4,3.6,1.5,1.1,2.6,1.1,5.5,4.4,6.1,1.2,8.1,9038,8972,65
"GM1722","Ferwerderadiel",-99999999,-99999999,196,5,8840,4535,4305,20,11,25,29,15,45,45,5,5,90,3595,28,33,39,2.4,4,1,0,0,0,0,1,3715,92,8,172,69,31,22,9,0,2250,1500,1850,2000,2050,2550,2750,0,3100,2300,2550,2600,2900,3500,2900,110,32,19,170,1,24,73,3,4180,1.2,43,980,465,1.2,1.5,13.1,1.7,1.2,4.2,0.4,4.2,0.5,4.3,0.5,1.1,1.5,1.7,1.9,9.2,16.3,0,15.6,13318,9768,3550
"GM1723","Alphen-Chaam",-99999999,-99999999,272,5,9435,4785,4655,17,11,23,32,17,41,50,4,5,101,3725,22,37,41,2.5,11,1,0,0,0,0,1,3735,91,9,346,74,26,12,14,0,2650,1200,1850,1950,2400,3250,3350,0,4150,2150,3400,3500,3900,4800,-99999997,30,10,-99999997,265,-1,31,63,6,5225,1.4,56,960,520,1.6,1.6,11.9,3.6,1.1,1.5,1.7,7,0.1,7.1,0.1,1.5,1.3,1.1,4.7,12.3,11.9,0.4,12.6,9364,9315,50
"GM1724","Bergeijk",-99999999,-99999999,477,5,18060,9150,8910,18,12,23,30,17,41,49,5,5,179,7170,24,35,40,2.5,7,2,0,0,0,0,1,7060,92,8,342,80,19,13,5,1,2550,1150,1850,2050,2450,3200,-99999997,0,4150,2450,3450,3550,4100,4850,-99999997,100,15,16,260,2,33,58,9,9320,1.3,92,1875,1135,1.2,2.4,13,1.8,2.8,1.2,1.5,7,0,7,0,1.3,2.1,1,3.8,6.9,14.6,0.1,18.9,10179,10105,74
"GM1728","Bladel",-99999999,-99999999,635,4,19175,9735,9440,18,11,25,30,16,43,47,5,5,254,7630,25,35,40,2.5,6,2,0,0,0,0,1,7665,88,12,318,73,26,14,12,1,2250,1150,1800,1950,2350,3050,1350,0,3850,2550,3400,3450,4050,4650,2600,70,11,26,190,1,22,73,5,9585,1.3,127,2165,1160,1,3.8,15.1,1.3,1.5,1.3,2.9,2.4,1.1,2.4,1.1,1.1,3.1,0.9,6.5,4.8,16,0,20.3,7571,7542,28
"GM1729","Gulpen-Wittem",-99999999,-99999999,251,5,14595,7355,7240,14,11,21,35,20,37,51,5,6,199,6245,27,36,36,2.3,12,1,0,0,0,0,1,6315,94,6,241,69,31,20,11,0,2500,1500,2050,2300,2650,3300,-99999997,0,3800,2250,3500,3700,3950,4450,-99999997,110,18,30,155,-2,28,61,12,7535,1.2,103,885,620,1.8,2.2,9.9,3.4,1.3,3.1,0.5,5.2,0.4,3.7,0.7,1.1,2.3,0.6,14.9,3.7,12.2,0.4,6.9,7337,7318,19
"GM1730","Tynaarlo",-99999999,-99999999,440,5,32410,15915,16495,18,10,21,31,20,41,46,6,7,226,13525,28,36,37,2.3,5,2,0,0,0,0,1,13470,93,7,264,72,27,17,10,1,2600,1550,2000,2300,2500,3400,2700,0,3600,2300,2950,3150,3700,4250,-99999997,270,20,12,210,-2,19,79,2,19240,1.4,134,3275,1470,1.4,3.2,11.1,2.8,1.8,1.3,2.1,6.4,0.5,5.5,0.5,1.4,2.5,1,7.7,6.8,10.1,0.7,8.7,14766,14350,415
"GM1731","Midden-Drenthe",-99999999,-99999999,378,5,33560,16750,16810,18,10,23,31,17,41,48,5,6,98,13920,27,36,37,2.4,4,2,0,0,0,0,1,13800,88,12,228,66,34,24,10,0,2450,1300,1950,2250,2250,3050,-99999997,0,3650,1950,2850,3100,3700,4350,3600,340,25,26,515,-5,33,63,4,16275,1.2,48,2940,1980,2.5,1.3,13.7,1.4,1.5,2,1.4,5.9,0.7,13.5,0,1.6,2.1,1.5,4.5,4.5,15.6,0.1,6.6,34582,34098,483
"GM1734","Overbetuwe",-99999999,-99999999,725,4,45575,22635,22945,20,11,26,29,14,44,46,6,4,417,17935,24,33,43,2.5,7,3,0,0,0,1,2,17855,80,20,275,66,34,25,9,0,2100,1150,1700,2000,2300,3000,-99999997,0,3750,2350,3300,3500,4100,4750,-99999997,380,23,11,295,-2,34,60,6,21835,1.2,200,3140,2265,1.1,3.3,12.1,3.8,1.4,0.9,4.1,2.6,1.3,2.6,1.3,0.9,2.6,1,4.2,5.2,8.6,1.9,2.9,11518,10933,585
"GM1735","Hof van Twente",-99999999,-99999999,579,4,35470,17600,17865,18,10,24,29,20,41,48,4,7,167,14445,28,34,38,2.4,5,3,0,0,0,1,2,14760,89,11,264,63,36,24,12,1,2450,1550,1950,2050,2450,3150,-99999997,0,3800,2300,3300,3300,4050,4700,-99999997,250,18,12,700,-1,11,84,5,17640,1.2,83,3205,1740,1.6,1.4,13.1,2.6,1.1,1.3,1.3,4.4,0.5,4.4,0.5,1.2,3,1,6.4,2.6,14.6,0.3,3.2,21544,21285,259
"GM1740","Neder-Betuwe",-99999999,-99999999,368,5,22555,11235,11320,23,14,25,26,13,45,46,4,5,372,7890,22,31,47,2.8,4,2,1,0,0,0,1,7755,93,7,265,58,42,33,9,0,2350,1100,1800,2050,2350,3200,2350,0,3800,2450,3150,3400,3950,4800,4750,140,19,29,250,-4,56,39,5,10885,1.4,179,2330,855,1.1,1.5,13.7,2,1.6,2.6,0.5,3.6,2.1,4.1,1.2,1.1,1.6,1.1,4.2,8.4,9.7,0.6,2.5,6811,6066,745
"GM1742","Rijssen-Holten",-99999999,-99999999,994,4,37080,18445,18635,22,13,26,24,15,43,49,3,5,394,13305,23,31,46,2.8,3,4,0,0,0,3,1,13500,88,12,257,68,32,23,9,0,2350,1350,1950,2150,2450,3250,2550,0,3650,2250,3250,3450,3900,4500,3700,240,20,41,225,2,9,86,5,17545,1.3,186,3230,1410,1.2,3.9,13.1,1.3,1.2,1.4,1.9,1.3,2.5,1.3,2.5,1,5.8,0.9,12.5,3.5,14.7,0,1.9,9436,9412,24
"GM1771","Geldrop-Mierlo",-99999999,-99999999,1212,3,38115,18870,19250,17,11,25,30,17,42,46,7,6,1228,16500,31,33,36,2.3,9,6,1,1,1,1,3,16655,92,8,268,64,35,28,7,1,2050,1150,1850,2100,2550,3500,-99999997,0,3550,2200,3550,3700,4150,4950,-99999997,510,34,28,50,0,30,68,2,18400,1.1,593,2220,1530,0.9,4.7,2.4,5,1.4,0.7,8.2,2.7,1.6,2.7,1.4,0.8,6.1,0.9,13.1,3.5,6.3,2.1,2.1,3139,3105,35
"GM1773","Olst-Wijhe",-99999999,-99999999,403,5,17540,8865,8675,19,11,24,30,16,44,46,5,5,154,6965,26,34,40,2.5,4,3,0,0,0,1,1,6970,90,10,251,68,31,24,7,1,2300,1200,1800,2000,2250,3000,-99999997,0,3700,2250,3000,3300,3900,4500,-99999997,100,14,-1,340,1,13,84,3,8210,1.2,72,1130,975,1.7,1.9,13.4,1.9,1.1,1.9,0.8,4.6,0.4,4.6,0.4,1.8,1.5,1.1,5.2,8.9,13,0.2,2.3,11838,11415,423
"GM1774","Dinkelland",-99999999,-99999999,440,5,26060,13230,12825,20,12,23,28,17,44,48,3,6,148,9595,23,31,46,2.7,6,1,0,0,0,0,1,9765,90,10,284,70,30,15,15,0,2750,1350,2050,2300,2600,3200,-99999997,0,4200,2250,3250,3600,4200,4700,-99999997,100,11,39,650,-1,12,84,4,12655,1.3,72,2485,1190,2,1.7,10.3,2.3,1.1,1,2.2,8.6,0.1,9.1,0.1,1.7,2.1,1,8,10.1,17.4,0.2,10,17681,17575,106
"GM1783","Westland",-99999999,-99999999,1290,3,99715,49710,50005,19,13,25,28,15,44,46,5,5,1254,39295,26,32,42,2.5,5,5,1,0,1,1,2,39945,86,14,283,65,35,27,8,1,1850,1150,1600,1950,2450,3250,2050,0,3600,2200,3600,3750,4550,4950,2650,700,19,25,955,-6,98,2,0,47935,1.2,603,11385,3955,0.8,5.5,8.3,8.9,0.8,0.6,9,2.2,4.8,2.4,2.6,0.8,4.3,0.7,13.1,2.3,11.4,1.6,6.5,9059,7952,1106
"GM1842","Midden-Delfland",-99999999,-99999999,1158,3,17890,9095,8795,20,13,24,29,14,45,47,4,4,378,6925,25,32,44,2.6,5,3,1,0,0,0,2,7015,85,15,328,69,30,24,6,0,1800,1000,1550,1850,2450,3150,-99999997,0,3550,2300,3550,3650,4150,4600,-99999997,60,10,2,170,-2,38,62,1,8020,1.2,169,1475,695,0.7,7.5,5,14,0.9,0.7,8.8,1.7,4.6,2.1,3,0.8,6.8,0.7,43.9,2.3,6.9,2.2,3.4,4938,4734,203
"GM1859","Berkelland",-99999999,-99999999,628,4,44980,22645,22330,18,11,23,30,18,42,48,4,6,174,18125,26,36,38,2.4,5,2,0,0,0,0,1,18010,92,8,245,64,35,25,10,1,2300,1200,1650,1950,2300,3050,-99999997,0,3650,2150,2900,3100,3900,4400,-99999997,330,19,19,850,-1,12,80,8,22095,1.2,85,3250,2485,1.5,2.1,18.6,0.8,1,1.6,1,3.9,0.7,4.8,0.5,1.4,2.5,1.2,7.1,4.2,19.5,0,9,26043,25861,182
"GM1876","Bronckhorst",-99999999,-99999999,349,5,37750,18715,19035,18,10,21,31,19,41,48,4,7,133,15110,25,36,39,2.5,4,1,0,0,0,0,1,14945,93,7,298,67,32,20,13,1,2450,1200,1800,1950,2400,3150,2850,0,3900,2500,3150,3150,4100,4600,4700,200,14,20,775,-1,16,77,7,19550,1.3,69,3415,2735,1.7,1.8,8,2.3,1,2,1.1,5.7,0.3,8.1,0.1,1.6,2.1,1.3,3.3,5.4,9.6,0.6,6.2,28641,28355,286
"GM1883","Sittard-Geleen",-99999999,-99999999,1320,3,95245,46785,48455,15,11,24,31,18,41,44,8,7,1205,44010,36,32,32,2.1,16,6,2,0,0,1,3,44430,91,9,185,56,43,30,13,1,2050,1400,1900,2150,2500,3250,2600,0,3450,2200,3500,3650,3850,4750,3450,2360,57,2,90,-1,59,36,6,46985,1.1,594,5935,3840,0.7,7.3,4.7,2.9,1.8,1.1,4.6,1.9,2,3.1,2.5,0.8,7.8,0.8,28.5,3.4,3.8,1,2.5,8062,7905,158
"GM1884","Kaag en Braassem",-99999999,-99999999,513,4,25640,13000,12645,18,12,24,31,15,44,46,5,5,404,10200,25,33,42,2.5,5,3,0,0,0,0,2,9900,89,11,318,62,37,30,7,1,2050,1100,1700,2000,2400,3100,2550,0,3700,2200,3500,3650,4100,4700,3900,100,10,4,285,-4,49,48,3,12235,1.2,193,2240,1305,1.2,2.3,8.2,5.1,1.4,1.2,1.3,2.9,1.1,3,0.9,1.4,1.3,0.8,5.6,3.5,10.5,0.9,7.7,7228,6345,883
"GM1891","Dantumadiel",-99999999,-99999999,407,5,19285,9670,9615,18,13,23,29,17,43,47,4,6,226,7585,26,32,42,2.5,2,1,0,0,0,0,1,7700,94,6,200,64,36,33,3,0,2400,1250,1900,2200,2200,2700,3950,0,3100,1700,2350,2550,3100,3550,-99999997,330,44,1,165,-1,5,95,0,8925,1.2,104,1475,775,1.2,2.5,7.5,1.3,1.4,2.1,0.9,3.9,1.6,6,0.7,1.3,2.3,1.3,1.8,3.7,19.3,0,4.3,8749,8546,204
"GM1892","Zuidplas",-99999999,-99999999,1111,3,40410,20085,20325,19,13,25,30,13,43,47,6,4,681,15705,24,32,44,2.5,7,6,2,0,1,0,2,15595,90,10,274,64,36,28,7,0,1900,1250,1700,2000,2400,3200,2500,0,3750,2600,3700,3850,4450,5050,-99999997,310,22,18,205,-2,62,31,7,18895,1.2,318,3380,1900,0.9,5.2,7,12.8,1.5,1.3,3.5,3,2.6,5.3,0.8,0.9,3.6,0.8,6.6,2.6,8.3,1.2,3.2,6236,5938,298
"GM1894","Peel en Maas",-99999999,-99999999,535,4,43060,21830,21225,17,12,24,31,15,42,49,4,5,270,16635,22,36,43,2.6,6,3,1,0,0,1,1,16800,90,10,264,71,29,22,6,0,2400,1200,1950,2100,2400,3100,2100,0,4200,2350,3700,3800,4250,5100,3550,270,18,27,555,-2,52,41,7,21275,1.3,133,3430,2045,1.6,1.1,13.1,1.5,0.9,1.2,2.7,4.8,0.5,5.2,0.4,1.3,3.4,1,5.1,7.8,4.7,1.7,9.1,16131,15941,190
"GM1895","Oldambt",-99999999,-99999999,813,4,39485,19460,20030,16,10,24,31,19,40,45,8,7,173,17500,32,34,34,2.2,7,3,0,0,1,0,1,17970,91,9,157,61,39,27,11,1,2400,1400,2000,2350,2400,3000,3000,0,3250,2050,2700,2950,3300,4050,4100,1140,66,6,200,-2,60,38,2,18890,1.1,83,2505,1925,1.7,3.1,4.7,1.3,1.6,3,1.3,3.3,1.4,4.3,1.1,1.1,4,1.2,9.6,3.6,22.3,0,3.3,29642,22785,6856
"GM1896","Zwartewaterland",-99999999,-99999999,649,4,21935,11080,10855,24,13,26,25,12,44,49,3,4,265,7990,24,30,46,2.7,3,1,0,0,0,0,1,7970,90,10,218,68,32,22,10,0,2250,1750,1900,2150,2300,3000,-99999997,0,3600,2500,3200,3350,4150,4500,-99999997,110,14,22,165,-1,2,98,1,9560,1.2,116,3160,860,0.9,1.8,14.2,2.9,1,1.2,1.4,4.5,0.6,4.5,0.6,1,1.7,1,3.1,3,12.2,0.1,12.5,8791,8273,517
"GM1916","Leidschendam-Voorburg",-99999999,-99999999,2784,1,72160,34465,37695,16,10,25,29,20,44,41,8,7,2202,34710,41,29,30,2,14,13,1,1,3,1,7,35535,94,6,263,53,47,28,20,0,1800,1450,2000,2450,3300,3800,2550,0,2900,2200,3600,3900,4500,4850,3300,1300,41,8,80,-2,22,76,3,32705,0.9,998,3885,2145,0.7,17.8,1.9,13.9,1.2,0.7,19.2,1.1,13.3,1.2,7.9,0.7,12.4,0.5,70.4,2.2,5.1,6.3,2.2,3568,3276,292
"GM1926","Pijnacker-Nootdorp",-99999999,-99999999,1248,3,48015,24035,23975,24,11,30,25,11,48,44,5,3,1286,17975,22,29,49,2.6,8,9,1,1,3,1,3,18465,62,38,299,69,30,21,9,0,1550,850,1400,1900,2100,2850,1200,10,3700,2450,3750,3900,4300,4850,3450,340,20,32,215,-3,76,24,0,20190,1.1,541,2535,1880,0.8,4.6,5.4,19.4,1.6,0.8,8.1,2.5,3.2,2.6,2.8,1.1,4.2,1,13.7,2.4,5.7,4.7,4.1,3860,3734,126
"GM1955","Montferland",-99999999,-99999999,690,4,35180,17550,17630,17,11,23,31,18,40,48,5,6,333,14255,25,35,40,2.4,8,3,0,0,0,1,1,14200,91,9,262,59,38,25,13,3,2250,1150,1750,1950,2250,3000,-99999997,0,3750,2150,3200,3400,4000,4550,-99999997,350,26,15,305,-1,15,80,5,16935,1.2,160,2685,1750,1.1,2.3,8.1,2.9,0.8,1.6,1.4,5,0.5,5.6,0.5,0.9,3.8,0.9,8.6,2.3,7.9,1.2,5.1,10665,10572,93
"GM1987","Menterwolde",-99999999,-99999999,342,5,12505,6335,6170,17,10,25,33,14,41,46,7,6,156,5265,26,35,39,2.4,4,2,0,0,0,0,1,5360,89,11,177,60,40,29,11,0,2500,1150,2100,2400,2250,2800,-99999997,0,3550,2150,2700,2950,3350,4150,5500,270,52,24,110,0,57,37,6,6275,1.2,78,870,755,1.1,1.2,13.7,1.7,1.9,1.5,1.6,5.2,0.8,5.9,0.8,0.9,1.2,1.9,1.5,1.7,10.3,0.5,3.6,8162,8034,128
